step,stage,phase,source_log,role,loss_name,loss_value,ce_loss,kl_loss,advantage,reward,kl_coef_before,kl_coef_after,did_step,skipped_reason
6,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.6103515625,,0.0,0.6103946861954848,0.3556526202279027,0.006219621229493765,0.005627746014456778,True,
6,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.6103946861954848,0.3556526202279027,0.006219621229493765,0.005627746014456778,True,
7,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.43359375,,0.001953125,0.43379419773452454,0.31490608305712153,0.005648456396216312,0.0051610906767547956,True,
7,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.43379419773452454,0.31490608305712153,0.005648456396216312,0.0051610906767547956,True,
8,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.49609375,,0.0,-0.495603255846454,-0.4708230980101638,0.005129743192183717,0.004641583585203056,True,
8,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.495603255846454,-0.4708230980101638,0.005129743192183717,0.004641583585203056,True,
9,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.91796875,,0.0,-0.9182004002772713,-0.8722903894454118,0.00465586688991778,0.004212802575392317,True,
9,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.9182004002772713,-0.8722903894454118,0.00465586688991778,0.004212802575392317,True,
10,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.7278646230697632,,0.0,0.7303604238119595,0.25146960525783163,0.004241320448682493,0.0038377054438489843,True,
10,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.7303604238119595,0.25146960525783163,0.004241320448682493,0.0038377054438489843,True,
11,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.01692708395421505,,0.0078125,0.014536227330852672,0.004528955791003468,0.0038707513777735954,0.003641920464520462,True,
11,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0078125,,0.0078125,0.014536227330852672,0.004528955791003468,0.0038707513777735954,0.003641920464520462,True,
12,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.0625,,0.00390625,0.06201185101405108,0.05891125908346706,0.0035457136360915113,0.003271572308080821,True,
12,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.00390625,,0.00390625,0.06201185101405108,0.05891125908346706,0.0035457136360915113,0.003271572308080821,True,
13,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.5960286855697632,,0.0,-0.5958153623986108,-0.5660246002368339,0.00323589157040819,0.002927955773612473,True,
13,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.5958153623986108,-0.5660246002368339,0.00323589157040819,0.002927955773612473,True,
14,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8763021230697632,,0.00390625,-0.8771929732225301,-0.8333333333333334,0.0029315474473003496,0.0027048911538679363,True,
14,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.00390625,,0.00390625,-0.8771929732225301,-0.8333333333333334,0.0029315474473003496,0.0027048911538679363,True,
15,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.6337890625,,0.0029296875,0.6338510825357041,0.11146036393191783,0.0026721529464091395,0.0024535425818703756,True,
15,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0029296875,,0.0029296875,0.6338510825357041,0.11146036393191783,0.0026721529464091395,0.0024535425818703756,True,
16,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.7262369990348816,,0.0009765625,0.7260747800970097,0.45891045814305403,0.0024297350600585577,0.0022092763867987276,True,
16,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0009765625,,0.0009765625,0.7260747800970097,0.45891045814305403,0.0024297350600585577,0.0022092763867987276,True,
17,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.4388020932674408,,0.001953125,0.4390076641754744,0.3753123731049577,0.002223020038725223,0.0020312112179513863,True,
17,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.4390076641754744,0.3753123731049577,0.002223020038725223,0.0020312112179513863,True,
18,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.7565104365348816,,0.0078125,-0.7560307184943823,-0.7182291901299704,0.002032544953837516,0.0019123850487902923,True,
18,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0078125,,0.0078125,-0.7560307184943823,-0.7182291901299704,0.002032544953837516,0.0019123850487902923,True,
19,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.3134765625,,0.0,-0.3134324076005993,-0.29776079035489345,0.001870033627144656,0.0016920763988259907,True,
19,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.3134324076005993,-0.29776079035489345,0.001870033627144656,0.0016920763988259907,True,
20,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.0017119930921898148,0.0015642772054836438,True,
20,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.0017119930921898148,0.0015642772054836438,True,
21,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.8893229365348816,,0.001953125,0.8896102330927732,0.13459087941090586,0.0015605328827771132,0.001425885436145944,True,
21,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.8896102330927732,0.13459087941090586,0.0015605328827771132,0.001425885436145944,True,
22,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001425059740308596,0.0013021013217791766,True,
22,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001425059740308596,0.0013021013217791766,True,
23,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8893229365348816,,0.0,-0.8892165357039277,-0.8447557178108968,0.0012949815464252284,0.0011717477588716178,True,
23,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.8892165357039277,-0.8447557178108968,0.0012949815464252284,0.0011717477588716178,True,
24,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.1354166716337204,,0.0,0.13601934273585767,0.04764898335423803,0.0011819120157428636,0.001069438216670449,True,
24,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.13601934273585767,0.04764898335423803,0.0011819120157428636,0.001069438216670449,True,
25,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.0009765625,-0.8771929732225301,-0.8333333333333334,0.0010779894958746863,0.001,True,
25,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0009765625,,0.0009765625,-0.8771929732225301,-0.8333333333333334,0.0010779894958746863,0.001,True,
26,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.5319010615348816,,0.0,-0.5315851619577218,-0.24592846768089063,0.001,0.001,True,
26,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.5315851619577218,-0.24592846768089063,0.001,0.001,True,
27,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.41796875,,0.00390625,0.4181278199446383,0.16112133980616802,0.001,0.001,True,
27,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.00390625,,0.00390625,0.4181278199446383,0.16112133980616802,0.001,0.001,True,
28,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.1015625,,0.0009765625,0.10133085707081457,0.04084973944720882,0.001,0.001,True,
28,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0009765625,,0.0009765625,0.10133085707081457,0.04084973944720882,0.001,0.001,True,
29,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.1087239608168602,,0.0029296875,0.10795172851837291,0.10255414317197158,0.001,0.001,True,
29,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0029296875,,0.0029296875,0.10795172851837291,0.10255414317197158,0.001,0.001,True,
30,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.0618489608168602,,0.001953125,0.06155459600690163,0.05847686682210251,0.001,0.001,True,
30,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.06155459600690163,0.05847686682210251,0.001,0.001,True,
31,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.2447916716337204,,0.001953125,-0.2448752397072924,-0.23263148017068017,0.001,0.001,True,
31,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.2448752397072924,-0.23263148017068017,0.001,0.001,True,
32,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.9609375,,0.0,-0.9610012636760424,-0.9545725132797444,0.001,0.001,True,
32,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.9610012636760424,-0.9545725132797444,0.001,0.001,True,
33,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.0,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
33,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
34,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
34,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
35,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.2083333432674408,,0.0,-0.20919078544561243,-0.06402209920070472,0.001,0.001,True,
35,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.20919078544561243,-0.06402209920070472,0.001,0.001,True,
36,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.6640625,,0.0,0.6643723864882931,0.4643205833081108,0.001,0.001,True,
36,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.6643723864882931,0.4643205833081108,0.001,0.001,True,
37,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.4817708432674408,,0.0029296875,-0.48234767404350265,-0.18785894246271181,0.001,0.001,True,
37,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0029296875,,0.0029296875,-0.48234767404350265,-0.18785894246271181,0.001,0.001,True,
38,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.5126953125,,0.001953125,0.5129373535117103,0.1446705341517179,0.001,0.001,True,
38,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.5129373535117103,0.1446705341517179,0.001,0.001,True,
39,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.0611979179084301,,0.0,0.06108462964395758,0.029051291081153823,0.001,0.001,True,
39,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.06108462964395758,0.029051291081153823,0.001,0.001,True,
40,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
40,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
41,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
41,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
42,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.008463541977107525,,0.0,-0.008073259721613843,-0.007669596816265741,0.001,0.001,True,
42,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.008073259721613843,-0.007669596816265741,0.001,0.001,True,
43,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.9153646230697632,,0.0,-0.9156600580861564,-0.869877064338449,0.001,0.001,True,
43,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.9156600580861564,-0.869877064338449,0.001,0.001,True,
44,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8776041865348816,,0.0,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
44,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.8771929732225301,-0.8333333333333334,0.001,0.001,True,
45,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.1510416716337204,,0.001953125,0.1504801376432425,0.041096256255352036,0.001,0.001,True,
45,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.1504801376432425,0.041096256255352036,0.001,0.001,True,
46,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.8151041865348816,,0.001953125,-0.8151047500006589,-0.7743495206516734,0.001,0.001,True,
46,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,-0.8151047500006589,-0.7743495206516734,0.001,0.001,True,
47,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.5846354365348816,,0.0,-0.5846944553752648,-0.5554597384534461,0.001,0.001,True,
47,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.5846944553752648,-0.5554597384534461,0.001,0.001,True,
48,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.2821044921875,,0.0,-0.28215364566133766,-0.26804596619980725,0.001,0.001,True,
48,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.28215364566133766,-0.26804596619980725,0.001,0.001,True,
49,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.0911458358168602,,0.0,-0.091215460134227,-0.03520570843678369,0.001,0.001,True,
49,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.091215460134227,-0.03520570843678369,0.001,0.001,True,
50,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.7369791865348816,,0.0009765625,-0.7373577212734609,-1.2673099194567996,0.001,0.001,True,
50,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0009765625,,0.0009765625,-0.7373577212734609,-1.2673099194567996,0.001,0.001,True,
51,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.23828125,,0.0,-0.2384899209384749,-0.060905796598924256,0.001,0.001,True,
51,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.2384899209384749,-0.060905796598924256,0.001,0.001,True,
52,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.02083333395421505,,0.0,0.021078941667706186,0.0059701248624532965,0.001,0.001,True,
52,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.021078941667706186,0.0059701248624532965,0.001,0.001,True,
53,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,0.4440104365348816,,0.0,-0.44387097727840796,-0.0567118446768079,0.001,0.001,True,
53,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,-0.44387097727840796,-0.0567118446768079,0.001,0.001,True,
54,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.9700521230697632,,0.0,0.970338712700343,0.24548956827325963,0.001,0.001,True,
54,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.0,,0.0,0.970338712700343,0.24548956827325963,0.001,0.001,True,
55,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,grpo_loss,-0.8776041865348816,,0.001953125,0.8767310955873456,0.25948449491562675,0.001,0.001,True,
55,stage1_understanding,understanding,/Users/ritesh.thawkar/Ritesh/self-evolving-uug/runs/final/E2_understanding_only/iter_log.jsonl,proposer,kl_loss,0.001953125,,0.001953125,0.8767310955873456,0.25948449491562675,0.001,0.001,True,
